name	family	score	student_quality	baseline_quality	max_share_skew	share_balance_ratio	worst_group	worst_group_severity	note
case_197	inverse_stagger_no_block	2.608902	0.407143	0.156059	2.456140	2.313008	high_anchor	1.631633	ratio=7, high_count=3, low_count=18
case_263	weight_transition	2.616446	0.466355	0.178240	2.144289	4.513951	mid_stay	2.408537	workers=12
case_054	asymmetric_blocking	2.628360	1.000000	0.380465	1.000000	1.081830	continuous	1.055857	ratio=7
case_142	sleepy_reactivation	2.651026	0.581919	0.219507	1.718452	1.407814	sleeper	1.228224	steady_w=1, sleeper_w=6
case_200	many_group_microburst	2.666958	0.354520	0.132931	2.820714	2.744941	g4	1.850081	groups=5
case_225	inverse_stagger_no_block	2.693959	1.000000	0.371201	1.000000	1.252710	high_anchor	1.164264	ratio=4, high_count=3, low_count=18
case_209	bursty_reactivation_storm	2.709787	0.770556	0.284360	1.297765	1.152499	storm_a	1.095764	workers=8
case_029	inverse_stagger_no_block	2.732394	0.257476	0.094231	3.883864	10.464753	high_anchor	3.426195	ratio=12, high_count=3, low_count=18
case_073	device_wakeup	2.748701	0.822554	0.299252	1.215726	1.356086	cpu_anchor	1.212654	io_parallel=4
case_250	asymmetric_blocking	2.886538	0.980640	0.339729	1.019742	1.284641	blocking	1.145084	ratio=7
case_168	two_group_stagger_no_block	2.970257	0.184679	0.062176	5.414795	7.183717	high_stagger	5.467498	ratio=3, low_count=30, high_count=5
case_109	weight_transition	2.970279	0.544942	0.183465	1.835058	2.875554	light_stay	1.708969	workers=8
case_137	weight_transition	2.988153	0.541145	0.181097	1.847935	3.432419	heavy_exit	1.949736	workers=8
case_082	asymmetric_blocking	2.994989	0.930344	0.310633	1.074872	1.225209	blocking	1.147048	ratio=7
case_129	device_wakeup	2.998161	0.657131	0.219178	1.521766	1.922726	cpu_anchor	1.398587	io_parallel=5
case_269	device_wakeup	3.066964	0.431967	0.140845	2.314993	4.080822	cpu_anchor	2.786948	io_parallel=5
case_022	late_heavyweight	3.093026	0.195634	0.063250	5.111588	5.058727	heavy_late	3.875158	ratio=10, delay=700
case_110	asymmetric_blocking	3.102538	1.000000	0.322317	1.000000	1.109274	continuous	1.061726	ratio=7
case_281	inverse_stagger_no_block	3.107744	1.000000	0.321777	1.000000	2.070779	low_wave	1.488127	ratio=5, high_count=3, low_count=18
case_190	late_heavyweight	3.114145	0.209043	0.067127	4.783702	6.478449	heavy_late	4.945011	ratio=6, delay=300
case_230	phase_churn	3.178911	0.647185	0.203587	1.545154	1.675793	join_d	1.324718	t1=900, t2=2350
case_011	weight_transition	3.250000	1.000000	0.307692	1.000000	3.429380	light_stay	1.908051	workers=12
case_123	weight_transition	3.279721	0.620636	0.189234	1.611250	3.119295	light_stay	1.805763	workers=12
case_154	two_group_stagger_no_block	3.287513	0.368244	0.112013	2.715589	3.159480	high_stagger	2.379440	ratio=8, low_count=48, high_count=6
case_262	window_decay_race	3.349533	0.628037	0.187500	1.592262	1.343487	challenger	1.191134	ratio=7, phase2_delay=1100
case_146	phase_churn	3.349657	0.714074	0.213178	1.400415	2.053439	join_d	1.470058	t1=480, t2=1930
case_222	asymmetric_blocking	3.481017	1.000000	0.287272	1.000000	1.053921	continuous	1.042018	ratio=7
case_218	late_heavyweight	3.567308	0.130492	0.036580	7.663280	3.603505	heavy_late	2.612078	ratio=12, delay=1900
case_224	two_group_stagger_no_block	3.599668	0.138283	0.038415	7.231571	9.124666	high_stagger	7.238090	ratio=5, low_count=48, high_count=6
case_104	phase_churn	3.630481	0.512646	0.141206	1.950663	2.456952	join_c	2.125277	t1=900, t2=2350
case_297	device_wakeup	3.639423	1.000000	0.274769	1.000000	1.948251	io_burst	1.584678	io_parallel=3
case_053	weight_transition	3.652849	0.509091	0.139368	1.964286	3.077042	heavy_exit	1.954557	workers=8
case_165	weight_transition	3.691369	1.000000	0.270902	1.000000	2.769785	heavy_exit	1.827499	workers=8
case_020	phase_churn	3.754762	0.542857	0.144578	1.842105	1.669461	join_d	1.364200	t1=480, t2=1930
case_145	parallelism_mismatch	3.948357	1.000000	0.253270	1.000000	2.093098	scarce_heavy	1.720276	ratio=4, high_count=2, low_count=30
case_122	window_decay_race	3.995795	0.713535	0.178571	1.401473	1.206444	solo_first	1.106318	ratio=7, phase2_delay=500
case_183	inverse_stagger_no_block	4.042838	0.475081	0.117512	2.104904	2.471319	high_anchor	1.768838	ratio=9, high_count=5, low_count=50
case_194	asymmetric_blocking	4.100970	0.991920	0.241875	1.008146	1.190357	continuous	1.098572	ratio=7
case_234	window_decay_race	4.393624	0.918644	0.209086	1.088561	1.115964	solo_first	1.065562	ratio=7, phase2_delay=500
case_290	window_decay_race	4.523243	0.832559	0.184063	1.201115	1.195702	challenger	1.106747	ratio=7, phase2_delay=500
case_249	weight_transition	4.652772	0.974239	0.209389	1.026442	2.391959	heavy_exit	1.866926	workers=8
case_106	late_heavyweight	4.677791	0.311197	0.066526	3.213401	3.683483	heavy_late	3.033778	ratio=8, delay=1500
case_010	window_decay_race	4.753379	0.951553	0.200185	1.050914	1.225887	challenger	1.148755	ratio=7, phase2_delay=500
case_221	weight_transition	4.854288	0.922638	0.190067	1.083849	2.607566	heavy_exit	1.900382	workers=8
case_064	late_heavyweight	5.024884	0.323130	0.064306	3.094727	4.466531	heavy_late	2.630873	ratio=16, delay=1100
case_274	late_heavyweight	5.047308	0.315643	0.062537	3.168135	4.559113	heavy_late	3.161945	ratio=16, delay=1100
case_008	late_heavyweight	5.066914	0.142576	0.028139	7.013828	6.931782	heavy_late	4.973269	ratio=12, delay=1900
case_278	asymmetric_blocking	5.311346	0.848322	0.159719	1.178798	1.244794	continuous	1.117937	ratio=7
case_232	late_heavyweight	5.323893	0.390419	0.073333	2.561352	2.891118	heavy_late	2.589024	ratio=10, delay=700
case_056	two_group_stagger_no_block	5.345149	1.000000	0.187086	1.000000	4.608056	high_stagger	3.184521	ratio=5, low_count=12, high_count=3
case_120	late_heavyweight	5.747764	1.000000	0.173981	1.000000	2.149606	heavy_late	1.857141	ratio=6, delay=300
case_003	device_wakeup	5.807661	0.758180	0.130548	1.318947	1.191774	cpu_anchor	1.118056	io_parallel=4
case_134	late_heavyweight	6.147294	0.211547	0.034413	4.727092	6.184910	heavy_late	4.731085	ratio=16, delay=1100
case_199	device_wakeup	6.225705	0.911079	0.146341	1.097600	1.002659	cpu_anchor	1.001624	io_parallel=5
case_127	inverse_stagger_no_block	6.387607	0.649351	0.101658	1.540000	1.590532	high_anchor	1.454000	ratio=7, high_count=5, low_count=50
case_157	device_wakeup	6.568054	0.951892	0.144928	1.050539	1.522972	cpu_anchor	1.358392	io_parallel=3
case_176	late_heavyweight	6.657800	0.209052	0.031400	4.783505	6.163182	heavy_late	4.788263	ratio=8, delay=1500
case_092	late_heavyweight	6.678733	0.204072	0.030556	4.900222	6.425834	heavy_late	4.910964	ratio=10, delay=700
case_116	many_group_microburst	6.796858	0.438430	0.064505	2.280867	2.599604	g4	2.323080	groups=5
case_099	inverse_stagger_no_block	7.171053	0.356360	0.049694	2.806154	2.964414	high_anchor	2.510406	ratio=12, high_count=5, low_count=50
case_059	device_wakeup	7.175446	0.606376	0.084507	1.649143	2.363027	cpu_anchor	1.615627	io_parallel=5
case_213	device_wakeup	7.292929	0.767677	0.105263	1.302632	2.958617	cpu_anchor	2.462977	io_parallel=4
case_113	inverse_stagger_no_block	7.357102	1.000000	0.135923	1.000000	2.089857	high_anchor	1.614815	ratio=9, high_count=3, low_count=18
case_253	inverse_stagger_no_block	7.788834	1.000000	0.128389	1.000000	6.482095	high_anchor	2.638488	ratio=9, high_count=3, low_count=18
case_031	device_wakeup	7.883333	1.000000	0.126850	1.000000	1.051492	cpu_anchor	1.042410	io_parallel=2
case_143	device_wakeup	10.281704	0.876282	0.085227	1.141186	1.816346	cpu_anchor	1.596028	io_parallel=4
case_283	device_wakeup	10.375000	1.000000	0.096386	1.000000	1.032990	cpu_anchor	1.025478	io_parallel=4
case_087	device_wakeup	11.379878	0.748676	0.065789	1.335691	1.572609	cpu_anchor	1.371015	io_parallel=3
case_050	late_heavyweight	29.047619	1.000000	0.034426	1.000000	5.182687	heavy_late	4.750707	ratio=6, delay=300
case_260	late_heavyweight	31.959184	1.000000	0.031290	1.000000	5.019050	heavy_late	4.757148	ratio=6, delay=300
